Product Name,Price ,Product Label Image Description,Rate (out of 5),Sale,Age of Customer (Mode),image_path,idx,mean_r,mean_g,mean_b,std_r,std_g,std_b,aspect_ratio,white_pct,logo_score,text_pct,text_cnts,edge_density,hog_mean,color_feat_0,color_feat_1,color_feat_2,color_feat_3,color_feat_4,color_feat_5,color_feat_6,color_feat_7,color_feat_8,color_feat_9,color_feat_10,color_feat_11,color_feat_12,color_feat_13,color_feat_14,color_feat_15,color_feat_16,color_feat_17,color_feat_18,color_feat_19,color_feat_20,color_feat_21,color_feat_22,color_feat_23,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,HighSale
Core Power Elite Shake (Chocolate),3.99,Black bottle with a gold lightning bolt graphic and bold white text.,4.6,98500,28,/Users/mohini.gangaram/Desktop/MLPostGrad/Sem3/MainProject/ProteinProductImages/1.jpeg,0,86.00821109693878,73.72530691964286,71.46346859056122,61.94646534756829,62.9572202795289,62.97615385998847,1.0,0.028838488520408163,46.95362324617347,0.42191485969387754,174,0.583625637755102,0.29293369216222465,56.0,42.0,40.0,230.0,222.0,220.0,147.0,137.0,135.0,0.7768,0.1052,0.118,0.024664514243197277,0.001309390943877551,0.0004730017006802721,0.00010031356292517006,9.234162414965987e-05,0.00013751594387755102,0.00027370323129251696,0.0008330676020408162,0.0007254464285714286,0.00015279549319727892,0.0003985969387755102,0.004172645620748299,0.06425382653061225,0.0233577806122449,0.0017139668367346938,0.0036870216836734694,0.02072704081632653,0.0020527742346938774,0.0038066007653061226,0.014628507653061224,0.001753826530612245,0.0006377551020408163,0.0003587372448979592,0.0003985969387755102,0.0027901785714285715,0.000817123724489796,0.010024713010204082,0.013392857142857142,0.07700461149215698,1.2486413717269897,0.497290700674057,0.16118961572647095,0.12107967585325241,1.1743431091308594,1.2560160160064697,0.004553481005132198,0.22214487195014954,1.4423961639404297,0.1410219371318817,0.4365006983280182,0.011801669374108315,0.0839218869805336,0.9307754635810852,0.005714372266083956,0.02267478033900261,0.7648642659187317,0.26951003074645996,0.11881230026483536,1.3592320680618286,0.11879294365644455,0.4011947810649872,0.4356616139411926,0.27128103375434875,0.17844641208648682,0.3608796000480652,0.4543209373950958,0.09425950795412064,1.2359066009521484,0.16996975243091583,0.0,0.24505895376205444,1.0031485557556152,0.0,2.262270450592041,0.5647765398025513,0.06019744277000427,0.2963292598724365,0.8332980275154114,0.018193751573562622,0.06921011954545975,0.0,0.37006711959838867,0.020641198381781578,0.0,0.5068132281303406,0.6436729431152344,0.0,0.23284560441970825,0.15257848799228668,0.7304303646087646,2.027925968170166,1.3655202388763428,0.0,3.7786223888397217,0.4439166188240051,1.5631461143493652,0.11502686142921448,0.6781564950942993,0.31781935691833496,0.021634569391608238,0.7929725050926208,0.11472515016794205,1
Quest Protein Bar (Cookies & Cream),2.59,White wrapper with blue text and a picture of the bar with visible chunks.,4.4,125000,25,/Users/mohini.gangaram/Desktop/MLPostGrad/Sem3/MainProject/ProteinProductImages/2.jpeg,1,193.42376296296297,211.47668148148148,219.16481975308642,75.57071168420602,62.020592473908174,60.870464161927515,1.0,0.5099851851851852,36.76533333333333,0.25896296296296295,135,0.4431604938271605,0.20786860377828523,119.0,183.0,211.0,247.0,249.0,249.0,67.0,62.0,65.0,0.2818,0.61,0.1082,0.017627654320987653,0.0006854320987654322,0.0006841152263374486,0.00013102880658436215,0.00011983539094650205,0.000211358024691358,0.010561975308641976,0.00036411522633744855,0.00020148148148148147,8.493827160493827e-05,0.00113119341563786,0.0015302057613168724,0.04750617283950617,0.01517037037037037,0.0010864197530864198,0.002508641975308642,0.013471604938271604,0.0015407407407407407,0.002903703703703704,0.0055703703703703705,0.0009481481481481482,0.0002567901234567901,0.00017777777777777779,0.00023703703703703704,0.0027061728395061727,0.0003950617283950617,0.010409876543209877,0.009165432098765433,0.03567848727107048,0.11234350502490997,1.2933701276779175,0.05855008587241173,0.04138784110546112,0.0,0.8180806636810303,0.4498216211795807,0.0,1.6260310411453247,0.5688114762306213,1.0663186311721802,0.20317275822162628,0.3666456937789917,0.0667654424905777,0.5878921747207642,0.07207197695970535,0.09508197009563446,0.07858546823263168,0.04964413866400719,0.18253010511398315,0.24999845027923584,0.0067612770944833755,0.13507728278636932,0.2677687108516693,1.671932339668274,0.49240946769714355,1.2352465391159058,0.007755378261208534,1.6533536911010742,0.0012104243505746126,0.7756683826446533,0.0833071693778038,0.09671986103057861,0.21249404549598694,0.0725645124912262,0.024440497159957886,0.0,0.0023521841503679752,0.856423020362854,0.4830273687839508,0.15326692163944244,1.9055533409118652,0.3422608971595764,0.22779764235019684,0.22528189420700073,1.3459908962249756,0.9731594920158386,0.03560406342148781,0.2813901901245117,1.3396486043930054,0.3669605553150177,2.1095902919769287,0.017423827201128006,1.5632380247116089,0.41003212332725525,0.298790842294693,0.515423059463501,0.04434136301279068,2.239555835723877,0.06414557248353958,0.06297335028648376,1.234755277633667,1.171670913696289,1
Premier Protein Shake (Vanilla),3.49,Silver carton with green and purple swooshes.,4.7,155000,45,/Users/mohini.gangaram/Desktop/MLPostGrad/Sem3/MainProject/ProteinProductImages/3.jpeg,2,155.85027160493829,170.16055308641975,195.5411160493827,46.518326999579536,54.10120283905308,59.87472067690297,1.0,0.022676543209876544,29.58251851851852,0.2023111111111111,571,0.3998024691358025,0.27886383597042114,138.0,176.0,211.0,141.0,51.0,59.0,208.0,216.0,227.0,0.6238,0.1312,0.245,0.0023591769547325102,0.002315061728395062,0.00018238683127572015,0.00011917695473251028,0.00018238683127572015,0.00023176954732510285,0.016104032921810698,0.008354897119341563,0.0005978600823045268,0.00023176954732510285,0.0004042798353909465,0.002250534979423868,0.05266172839506173,0.017323456790123457,0.0014419753086419753,0.0026074074074074072,0.013412345679012345,0.0016395061728395062,0.003180246913580247,0.01888395061728395,0.0012641975308641975,0.0007111111111111111,0.0001382716049382716,0.00035555555555555557,0.0031012345679012347,0.0009481481481481482,0.00428641975308642,0.010014814814814815,0.408011794090271,0.752000093460083,0.2863210439682007,0.03493441268801689,0.4459887146949768,0.6550469398498535,0.0,0.20301584899425507,0.0,0.9318567514419556,0.03797676041722298,0.3104732632637024,0.42551904916763306,0.10912968218326569,0.0,1.471238136291504,0.04437589645385742,0.09600494056940079,0.3788904547691345,0.4238346517086029,0.0,0.5280977487564087,0.0,0.0019962447695434093,0.21663933992385864,0.1435249298810959,0.12170225381851196,0.8673758506774902,0.08697915822267532,1.4335737228393555,0.4104647636413574,0.35016846656799316,0.0,0.3067046105861664,0.1107097864151001,0.8177431225776672,0.3781435191631317,0.03538200259208679,0.2999206781387329,0.0,0.10068362951278687,0.04441244155168533,0.0,0.025433335453271866,0.09391763061285019,0.4814155101776123,0.0938289538025856,2.8762688636779785,0.0,0.0,0.08258412778377533,0.08347219228744507,0.46027153730392456,0.0,0.09282608330249786,0.304367333650589,0.02116239257156849,0.11984743177890778,0.8197711110115051,0.2241496443748474,0.490970253944397,0.11598032712936401,0.7024010419845581,0.048160891979932785,1
RXBAR (Chocolate Sea Salt),2.79,Minimalist brown wrapper listing 3-4 key ingredients in large font.,4.5,88000,32,/Users/mohini.gangaram/Desktop/MLPostGrad/Sem3/MainProject/ProteinProductImages/4.jpeg,3,127.6698074074074,128.10506666666666,129.60886913580248,104.62015786697637,104.07311182740719,102.82723127032618,1.0,0.3803061728395062,21.669333333333334,0.27182222222222224,16,0.3185975308641975,0.1885330450943379,253.0,253.0,253.0,36.0,37.0,40.0,123.0,118.0,118.0,0.4092,0.5394,0.0514,0.013867983539094651,0.0004516872427983539,0.00018699588477366256,2.962962962962963e-05,6.518518518518519e-05,0.00024757201646090533,0.0032546502057613173,0.012796049382716048,0.0014669958847736626,0.00010798353909465021,0.00019489711934156379,0.0006637037037037037,0.031209876543209877,0.007762962962962963,0.0009481481481481482,0.0016592592592592592,0.0076049382716049385,0.0012444444444444445,0.0017185185185185185,0.004069135802469136,0.0011061728395061728,0.0003160493827160494,0.0012641975308641975,9.876543209876543e-05,0.0013037037037037036,0.0002962962962962963,0.005076543209876543,0.0043061728395061725,0.0,0.4899963140487671,0.0,0.0,0.168784499168396,0.0,0.04737601429224014,0.01634468510746956,0.08217445760965347,1.507274866104126,0.39511948823928833,0.5600125193595886,0.7251560688018799,0.0,0.14427568018436432,0.5921435952186584,0.0,0.02780112624168396,0.21330739557743073,0.0,0.06998807191848755,0.20636729896068573,0.007384079042822123,0.12880687415599823,0.26987168192863464,0.0,0.05974826216697693,0.34615960717201233,0.13663877546787262,0.01825287565588951,0.0,0.0,0.1962256133556366,0.8587918281555176,0.011052925139665604,0.36914706230163574,0.12381070852279663,0.01960054785013199,0.045824386179447174,0.7821213006973267,0.11552345752716064,0.3073922097682953,0.12636688351631165,0.01940118335187435,0.04244188219308853,0.0,0.0,0.03645056113600731,0.4067516028881073,0.0040112026035785675,0.13989606499671936,1.2629029750823975,3.7338063716888428,0.36083701252937317,0.06817620247602463,0.07509776204824448,0.25933587551116943,0.2298404574394226,0.23767846822738647,1.2112772464752197,0.0,0.00027951900847256184,0.0846746563911438,0.005490631330758333,1
Optimum Nutrition Gold Standard Shake (Strawberry),4.19,"Bright red, glossy bottle with a reflective gold logo.",4.3,62000,22,/Users/mohini.gangaram/Desktop/MLPostGrad/Sem3/MainProject/ProteinProductImages/5.jpeg,4,138.7487209876543,100.40764444444444,96.14623209876544,95.90306901508562,91.0412068354561,79.47161138528205,1.0,0.13112098765432098,43.93807407407407,0.3635753086419753,247,0.4816592592592593,0.27928249495718727,205.0,62.0,75.0,236.0,224.0,203.0,38.0,32.0,31.0,0.2166,0.3158,0.4676,0.012678189300411523,0.01070156378600823,0.0013767901234567903,0.00012707818930041153,0.0002673251028806584,5.925925925925926e-05,2.6337448559670783e-06,1.3168724279835392e-06,1.3168724279835392e-06,0.00014288065843621399,0.0008717695473251029,0.0071032098765432105,0.06870123456790124,0.021471604938271605,0.001145679012345679,0.004720987654320987,0.01368888888888889,0.0016790123456790125,0.004266666666666667,0.01548641975308642,0.0013234567901234569,0.0005333333333333334,0.0003950617283950617,0.0004148148148148148,0.003930864197530864,0.0005333333333333334,0.013925925925925927,0.012977777777777777,0.10710429400205612,0.09243480861186981,0.026860104873776436,0.0,0.1071857139468193,0.0012915036641061306,0.09802429378032684,0.0,0.06564217805862427,2.039294719696045,0.5523623824119568,0.08754489570856094,0.7181512713432312,0.0,0.024552108719944954,0.6700043082237244,0.0,0.0,0.3224182426929474,0.0,0.0016407796647399664,0.11954939365386963,0.0,0.027112357318401337,0.13137918710708618,0.11154540628194809,0.6958568096160889,0.33026301860809326,0.07182502001523972,0.007953544147312641,0.09152189642190933,0.0,0.04165611416101456,0.10543891042470932,0.0,0.001874590408988297,0.0,0.07223005592823029,0.5918838977813721,0.0,0.09527520835399628,0.07955316454172134,0.023129219189286232,0.03256981074810028,0.6422961354255676,0.004290040582418442,0.0,0.0,0.0,0.0,0.14838849008083344,0.5121146440505981,0.7109323740005493,1.53496253490448,0.054013416171073914,0.0,0.0757303386926651,0.9633188247680664,0.006973806768655777,0.1238737478852272,0.17995288968086243,0.08664470911026001,0.21210865676403046,0.04994294047355652,0
Pure Protein Bar (Chewy Chocolate Chip),1.99,Blue and white wrapper with a large product window showing the bar.,4.2,105000,38,/Users/mohini.gangaram/Desktop/MLPostGrad/Sem3/MainProject/ProteinProductImages/6.jpeg,5,83.48656746031746,94.43880952380952,145.504126984127,69.98744684864761,45.95999798145972,46.49690532917458,0.5079365079365079,0.009285714285714286,35.38125,0.3608531746031746,167,0.5054166666666666,0.28916675519480134,37.0,71.0,137.0,159.0,90.0,122.0,28.0,134.0,193.0,0.362,0.3952,0.2428,0.003242724867724868,0.0011514550264550263,1.2566137566137565e-05,4.6296296296296296e-06,9.259259259259259e-06,2.7116402116402116e-05,0.009649470899470899,0.01063888888888889,8.862433862433862e-05,0.00026587301587301587,0.007761243386243386,0.00048148148148148144,0.050793650793650794,0.015952380952380954,0.0016865079365079366,0.0054365079365079364,0.015793650793650794,0.0017261904761904762,0.005456349206349206,0.010992063492063492,0.0017063492063492064,0.0005555555555555556,0.00029761904761904765,0.00021825396825396825,0.005813492063492063,0.0005357142857142857,0.01265873015873016,0.014126984126984127,0.03454060107469559,0.0,1.2909672260284424,0.07091476768255234,0.20618532598018646,0.5737590193748474,0.1600123941898346,0.0,0.0,1.7505803108215332,0.6418365836143494,1.1964727640151978,1.1838170289993286,0.6949487924575806,0.04638312757015228,0.26693195104599,0.048051051795482635,0.0,0.1439998745918274,0.05532345920801163,0.0,1.2192572355270386,0.1186455488204956,0.3314976096153259,1.9146579504013062,0.5286350846290588,0.06160491704940796,1.7469326257705688,0.0,2.631913185119629,0.11060623079538345,0.0,0.0,0.2180788218975067,0.0,0.10075152665376663,0.13445737957954407,0.030963264405727386,0.03643614426255226,0.0,0.15494948625564575,0.7317861318588257,0.3440603017807007,0.14394599199295044,0.13719914853572845,0.3539023995399475,0.931250810623169,0.079465351998806,0.5558821558952332,0.3021133840084076,0.03516100347042084,0.8421558737754822,0.8353927731513977,0.025798432528972626,0.04257340356707573,0.8996004462242126,0.07056790590286255,0.0,0.45390620827674866,0.24198177456855774,0.0,0.0,0.19376038014888763,0.0,1
Fairlife Nutrition Plan Shake (Caramel),3.59,"Simple, white bottle with a distinctive blue, cow-themed logo.",4.8,79000,51,/Users/mohini.gangaram/Desktop/MLPostGrad/Sem3/MainProject/ProteinProductImages/7.jpeg,6,219.5304403115562,203.27201557780958,196.96671832776983,36.986517154617225,52.420449018837935,63.963598258584895,0.927038626609442,0.3287037037037037,32.3816762041011,0.28002304879987283,83,0.516591161977428,0.2553742978827502,178.0,101.0,66.0,205.0,195.0,193.0,250.0,251.0,250.0,0.14,0.4784,0.3816,0.022187119164944633,0.0007769035129550152,0.000546415514226673,0.00018677475759020824,0.00020333280347586497,0.0031327822815662583,0.0007411381338419964,0.0019664335293805967,0.001736607852487681,0.0002900969639167064,0.0003636146876490224,0.0012021141312986807,0.049892703862660946,0.01732633921475123,0.0013113972341440153,0.0036560165315530123,0.016253377841360675,0.001609442060085837,0.00357653791130186,0.011444921316165951,0.001271657924018439,0.0003775234461929741,0.00027817517087903355,0.0002185662056906692,0.003973931012557622,0.0005166110316324908,0.008345255126371007,0.01462406612621205,0.23130768537521362,1.612384557723999,0.10186223685741425,0.035270340740680695,0.09848547726869583,0.05212365463376045,0.2625442445278168,0.16851043701171875,0.0,2.178790330886841,1.2193422317504883,1.4440416097640991,0.31058791279792786,0.09388501197099686,0.055199235677719116,0.9320170879364014,0.0,0.2972668409347534,0.03923783823847771,0.13525305688381195,0.014058392494916916,0.15868940949440002,0.282823771238327,0.17579218745231628,0.06157930567860603,0.4759599268436432,0.0,0.9415809512138367,0.510625958442688,0.5123237371444702,0.28904104232788086,0.14909447729587555,0.11927963048219681,1.3806025981903076,0.4672519266605377,1.0746948719024658,0.1093912199139595,0.0,0.07199106365442276,0.5460830926895142,0.19731000065803528,0.08674099296331406,0.0013095675967633724,0.017210928723216057,2.790757894515991,0.05776718258857727,0.006736298091709614,2.936965227127075,0.0,1.0030235052108765,0.7029617428779602,0.0520450733602047,0.07976680994033813,0.0,0.0,1.6230617761611938,0.005437235347926617,7.315933704376221,0.5275740623474121,0.9861903190612793,0.06542301923036575,0.017427958548069,0.4783678650856018,0.003199402242898941,1
Think! Protein Bar (Brownie Crunch),2.29,"Orange and brown wrapper with a motivational ""think!"" logo.",4.0,55000,29,/Users/mohini.gangaram/Desktop/MLPostGrad/Sem3/MainProject/ProteinProductImages/8.jpeg,7,180.8042632581772,176.2771316290886,177.28542791362338,79.92026428450086,79.53435426578984,69.25492994117457,2.8059701492537314,0.11473880597014925,31.298031120990792,0.32688948872657986,259,0.4733844077484916,0.2719412912318665,237.0,234.0,220.0,118.0,61.0,59.0,42.0,103.0,164.0,0.6228,0.2144,0.1628,0.007021408912882396,0.011098099925902402,0.005266883666772521,0.00023618609082248334,0.00010717688154969833,0.00023486291944532656,0.003686355456758759,0.002746242193288875,9.460675346670901e-05,3.4402455806076e-05,6.218905472636816e-05,0.0027449190219117183,0.06494125119085424,0.013972689742775483,0.0030366783105747856,0.0037908859955541442,0.023122419815814543,0.0016671959352175293,0.00476341695776437,0.00825658939345824,0.0025801841854557004,0.0008534455382661162,0.0003374087011749762,0.0004961892664337885,0.004227532550015878,0.0008534455382661162,0.008554302953318514,0.011511590981263893,0.015977507457137108,0.2958054542541504,0.37871208786964417,0.14145685732364655,0.1096717119216919,0.4276716709136963,0.20696641504764557,0.09982583671808243,1.4431629180908203,0.18219858407974243,0.43520885705947876,1.8465007543563843,0.3007351756095886,0.0,0.6959690451622009,0.004948295187205076,0.03927028551697731,0.05365661159157753,0.625062882900238,1.419466257095337,0.20514842867851257,0.4363623559474945,0.08799784630537033,0.16375650465488434,0.375491738319397,0.012093929573893547,0.08288338035345078,0.39384424686431885,0.6150521039962769,0.5947527885437012,0.016595417633652687,0.2582957148551941,0.3273090124130249,0.0,1.2824777364730835,0.5866267085075378,0.46914517879486084,0.669234037399292,0.1590535193681717,0.004640708677470684,0.0016635899664834142,0.28414827585220337,0.04862165451049805,0.0,0.2364235371351242,0.00768298888579011,0.0,0.0,0.17818932235240936,0.43999555706977844,2.6057028770446777,0.08190968632698059,0.2602841854095459,0.28185975551605225,0.0,0.10803458839654922,0.0,0.28955551981925964,0.03553735092282295,0.7382206320762634,0.05087391287088394,0.10978440195322037,1.7115901708602905,0.7453994750976562,0
Muscle Milk Pro Series (Banana),4.59,"Dark silver and blue metallic bottle with aggressive, angular fonts.",4.1,48000,35,/Users/mohini.gangaram/Desktop/MLPostGrad/Sem3/MainProject/ProteinProductImages/9.jpeg,8,50.44539259259259,45.3533037037037,41.92679506172839,83.10650341212222,78.84311345612825,77.41634404302253,1.0,0.037017283950617284,18.163555555555554,0.1768888888888889,5,0.2671802469135802,0.13732759464514083,2.0,2.0,1.0,219.0,217.0,216.0,125.0,91.0,65.0,0.7294,0.1448,0.1258,0.028501069958847734,0.000671604938271605,0.00026008230452674895,5.333333333333334e-05,0.00010600823045267489,6.716049382716049e-05,0.00015209876543209876,0.0001705349794238683,0.001999670781893004,0.00014353909465020576,0.00019753086419753085,0.0010106995884773661,0.022617283950617285,0.008335802469135803,0.0007308641975308642,0.0016790123456790125,0.008908641975308641,0.0010074074074074074,0.0021333333333333334,0.005491358024691358,0.0008888888888888889,0.00037530864197530867,9.876543209876543e-05,0.00011851851851851852,0.0021728395061728395,0.0004740740740740741,0.003911111111111111,0.008790123456790123,0.31134888529777527,0.1103997454047203,0.07125517725944519,0.0531233586370945,0.9108434915542603,0.09661626070737839,0.06470024585723877,0.0536084808409214,0.12067918479442596,0.3434223234653473,1.233612060546875,0.3365921378135681,0.16085688769817352,0.0,0.03359517455101013,1.4769937992095947,0.0,0.44943228363990784,0.0247439406812191,0.046372249722480774,0.15420755743980408,0.006306419614702463,0.35175976157188416,0.16975989937782288,0.47457242012023926,0.0,0.024532804265618324,1.4024546146392822,0.0002790859725791961,1.731920838356018,0.03936373442411423,0.22451864182949066,0.10361179709434509,0.21301600337028503,1.2622441053390503,2.1317873001098633,0.4501308500766754,0.6913653016090393,0.42413127422332764,0.1455959528684616,0.02229432761669159,0.46489179134368896,0.0467558279633522,0.38808971643447876,0.5729149580001831,0.3315544128417969,0.17098559439182281,1.465061068534851,0.12182880192995071,1.0175554752349854,1.3106324672698975,0.8487271666526794,4.218394756317139,0.5383471846580505,0.47193923592567444,0.45528069138526917,0.0,0.0539841502904892,1.6867743730545044,0.6728909611701965,0.09059898555278778,0.23392891883850098,0.1179010272026062,0.0,0
